claim_no,policy_no,plate_no,source_file,class_of_business,vehicle_type_group,vehicle_type,accident_type,branch_name,sum_insured_numeric,reporting_lag_days,coverage_duration_days,is_comprehensive,policy_type,accident_date,notification_date,period_from,period_to,od_total,tp_bi_total,tp_pd_total,total_claim_severity,log_claim_severity
TDM/TPCL/016/24,TDM/MTT/2321/0224,3-12347 AM,August_2024,Public_Transport,Bus_Minibus,Bus,Collision,Debremarkos,0.0,2.0,365.0,0,TP_ONLY,2024-04-24 00:00:00,2024-04-26,2024-02-09,2025-02-08,0.0,0.0,69250.0,69250.0,11.145478424049584
TDM/TPCL/017/23,TDM/MTT/1168/1021,03-54979ET,May_2025,Commercial,Truck,Tipper,Collision,Debremarkos,0.0,2.0,364.0,0,TP_ONLY,2023-02-23 00:00:00,2023-02-25,2022-10-25,2023-10-24,0.0,0.0,86956.52,86956.52,11.37316350259507
TDM/TPCL/017/24,TDM/MTT/1124/0921,03-15437 AM,July_2024,Public_Transport,Automobile,Automobile,Collision,Debremarkos,0.0,30.0,364.0,0,TP_ONLY,2024-04-16 00:00:00,2024-05-16,2022-09-10,2023-09-09,0.0,0.0,40000.0,40000.0,10.596634733096073
TDM/TPCL/017/25,TDM/MTT/1281/0122,03-29577AM,March_2025,Public_Transport,Bus_Minibus,Bus,Collision,Debremarkos,0.0,86.0,364.0,0,TP_ONLY,2024-11-25 00:00:00,2025-02-19,2025-01-27,2026-01-26,0.0,0.0,43002.6,43002.6,10.669015857964038
TDM/TPCL/018/24,TDM/MTT/1510/0622,03-15154 AM,July_2024,Public_Transport,Automobile,Automobile,Collision,Debremarkos,0.0,101.0,365.0,0,TP_ONLY,2024-02-09 00:00:00,2024-05-20,2023-07-04,2024-07-03,0.0,0.0,100000.0,100000.0,11.512925464970229
TDM/TPCL/019/25,TDM/MTT/2292/0124,03-16200 AM,April_2025,Public_Transport,Bus_Minibus,Bus,Collision,Debremarkos,0.0,4.0,364.0,0,TP_ONLY,2025-02-21 00:00:00,2025-02-25,2025-01-21,2026-01-20,0.0,0.0,24975.61,24975.61,10.125655027642908
TDM/TPCL/020/24,TDM/MTT/ 2469/0524,03-34832 AM,March_2025,Public_Transport,Bus_Minibus,Minibus,Collision,Debremarkos,0.0,4.0,364.0,0,TP_ONLY,2024-06-01 00:00:00,2024-06-05,2024-05-18,2025-05-17,0.0,0.0,40000.0,40000.0,10.596634733096073
TDM/TPCL/024/25,TDM/MTT/2551/0724,03-A33968AA,March_2025,Commercial,Truck,Truck,Collision,Debremarkos,0.0,0.0,364.0,0,TP_ONLY,2025-03-17 00:00:00,2025-03-17,2024-07-30,2025-07-29,0.0,0.0,100000.0,100000.0,11.512925464970229
TDM/TPCL/030/24,TDM/MTT/1882/1019,03-07810 AM,August_2024,Commercial,Bus_Minibus,Minibus,Collision,Debremarkos,0.0,,365.0,0,TP_ONLY,2024-07-10 00:00:00,,2024-02-10,2025-02-09,0.0,0.0,6000.0,6000.0,8.699514748210191
TDM/TPCL/031/24,TDM/MTT/2527/0724,03-30245AM,January_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Debremarkos,0.0,2.0,364.0,0,TP_ONLY,2024-08-10 00:00:00,2024-08-12,2024-07-09,2025-07-08,0.0,0.0,21692.3,21692.3,9.98471263784872
TDM/TPCL/033/24,TDM/MTT/2458/0524,03-84901 AA,October_2024,Commercial,Truck,Trucker,Collision,Debremarkos,0.0,1.0,364.0,0,TP_ONLY,2024-08-08 00:00:00,2024-08-09,2024-05-14,2025-05-13,0.0,0.0,85397.36,85397.36,11.355070465949888
TDM/TPCL/037/24,TDM/MTT/0927/0421,03-A49692AA,February_2025,Commercial,Truck,Truck,Collision,Debremarkos,0.0,1.0,364.0,0,TP_ONLY,2024-09-01 00:00:00,2024-09-02,2024-04-21,2025-04-20,0.0,0.0,100000.0,100000.0,11.512925464970229
TDM/TPCL/042/24,TDM/MTT/2800/0424,03-A49692AA,March_2025,Commercial,Truck,Truckr,Collision,Debremarkos,0.0,1.0,364.0,0,TP_ONLY,2024-10-29 00:00:00,2024-10-30,2024-04-21,2025-04-20,0.0,0.0,26500.0,26500.0,10.184900011974314
TDM/TPCL/043/23,TDM/MTT/0257/0520,03-09668AM,April_2025,Commercial,Bus_Minibus,Mini Bus,Collision,Debremarkos,0.0,7.0,364.0,0,TP_ONLY,2023-05-10 00:00:00,2023-05-17,2022-06-08,2023-06-07,0.0,0.0,59300.0,59300.0,10.990364584985818
TDM/TPCL/043/24,TDM/MTT/0688/1120,03-84746 ET,May_2025,Commercial,Truck,Truck,Collision,Debremarkos,0.0,1.0,365.0,0,TP_ONLY,2024-11-13 00:00:00,2024-11-14,2024-01-19,2025-01-18,0.0,100000.0,86956.52,186956.52,12.138631355432317
TDM/TPCL/045/24,TDM/MTT/2558/0824,03-A12161AA,March_2025,Commercial,Not_Specified,Not_Specified,Collision,Debremarkos,0.0,8.0,364.0,0,TP_ONLY,2024-11-13 00:00:00,2024-11-21,2024-08-10,2025-08-09,0.0,0.0,30000.0,30000.0,10.308952660644293
TDM/TPCL/049/24, TDM/MTT/2268/1223 ,03-10786AM,January_2025,Commercial,Bus_Minibus,Mini Bus,Collision,Debremarkos,0.0,88.0,365.0,0,TP_ONLY,2024-09-12 00:00:00,2024-12-09,2023-12-26,2024-12-25,0.0,0.0,49388.88,49388.88,10.80748057662236
TDM/TPCL/051/24, TDM/MTT/0996/0621 ,03-96647 OR,April_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Debremarkos,0.0,6.0,505.0,0,TP_ONLY,2024-12-12 00:00:00,2024-12-18,2024-03-12,2025-07-30,0.0,0.0,26800.0,26800.0,10.196157166498947
TDM/TPCL/193/22,,03-24227AM,September_2024,Commercial,Bus_Minibus,Isuzu/Bus,Collision,Debremarkos,0.0,2.0,364.0,0,TP_ONLY,2022-11-05 00:00:00,2022-11-07,2021-11-12,2022-11-11,0.0,0.0,19981.25,19981.25,9.902549612808151
TDS/MTC/002/25,TDS/MTT/2200/0821,03-72995/02012ET,February_2025,Commercial,Truck,Truck/Trailer,Overturning,Dessie,5945750.0,61.0,335.0,1,COMPREHENSIVE,2025-04-02 00:00:00,2025-06-02,2024-02-08,2025-01-08,240668.84,0.0,0.0,240668.84,12.391177159636992
TDS/MTC/003/25,TDS/MTC/4068/0423,03-A15712/37264ET,June_2025,Commercial,Truck,Truk/Trailer,Collision,Dessie,12200000.0,3.0,364.0,1,COMPREHENSIVE,2025-02-05 00:00:00,2025-02-08,2024-04-18,2025-04-17,2384.0,0.0,0.0,2384.0,7.776535028185241
TDS/MTC/004/25,TDS/MTT/2200/0821,03-72995/02014 ET,March_2025,Commercial,Truck,Truck/Trailer,Overturning,Dessie,5945750.0,61.0,335.0,1,COMPREHENSIVE,2025-04-02 00:00:00,2025-06-02,2024-02-08,2025-01-08,23138.0,0.0,0.0,23138.0,10.049231566588832
TDS/MTC/005/25,TDS/MTC/1841/1120,03-91586/10783ET,April_2025,Commercial,Truck,Truck/Trailer,Collision,Dessie,5857597.0,239.0,364.0,1,COMPREHENSIVE,2025-02-06 00:00:00,2025-10-03,2024-12-20,2025-12-19,3792.56,0.0,0.0,3792.56,8.240796531796288
TDS/MTC/006/24,TDS/MTC/3069/0323,03-A15593/37249ET,January_2025,Commercial,Truck,Truck/Trailer,Overturning,Dessie,4500000.0,296.0,335.0,1,COMPREHENSIVE,2024-02-10 00:00:00,2024-12-02,2023-08-03,2024-07-03,81415.81,0.0,0.0,81415.81,11.30732475917542
TDS/MTC/006/25,TDS/MTC/1841/1120,03-91581/02028ET,May_2025,Commercial,Truck,Truck/Trailer,Collision,Dessie,5857597.0,268.0,364.0,1,COMPREHENSIVE,2025-03-10 00:00:00,2025-12-03,2024-12-20,2025-12-19,3150.0,0.0,0.0,3150.0,8.055157731819678
TDS/MTC/008/25,TDS/MTC/4068/0423,03-A15723/37275 ET,April_2025,Commercial,Truck,Truck/Trailer,Collision,Dessie,12200000.0,,364.0,1,COMPREHENSIVE,2025-03-30 00:00:00,2025-01-04,2024-04-18,2025-04-17,105976.0,0.0,0.0,105976.0,11.570967932364097
TDS/MTC/009/25,TDS/MTC/2061/0421,03-A08583 ET,June_2025,Commercial,Truck,Truck,Collision,Dessie,5857596.95,2.0,364.0,1,COMPREHENSIVE,2025-04-14 00:00:00,2025-04-16,2024-12-20,2025-12-19,2960.0,0.0,0.0,2960.0,7.992944547318106
TDS/MTC/013/25,TDS/MTC/4068/0423,03-A15702/37254ET,June_2025,Commercial,Truck,Truck/Trailer,Overturning,Dessie,12200000.0,1.0,364.0,1,COMPREHENSIVE,2025-06-15 00:00:00,2025-06-16,2025-04-18,2026-04-17,197239.24,0.0,0.0,197239.24,12.19217268715684
TDS/MTC/022/24,TDS/MTC/3069/0323,3-A15594/3-37250 ET,July_2024,Commercial,Automobile,Automobile,Collision,Dessie,6600000.0,,334.0,1,COMPREHENSIVE,2024-06-25 00:00:00,2023-06-26,2024-04-03,2025-03-03,2760.0,0.0,0.0,2760.0,7.9229859587111955
TDS/MTC/025/24,TDS/MTC/3069/0323,03-A15578/37235ET,July_2024,Commercial,Automobile,Automobile,Collision,Dessie,4500000.0,,364.0,1,COMPREHENSIVE,2024-07-13 00:00:00,2024-07-11,2024-03-04,2025-03-03,93260.62,0.0,0.0,93260.62,11.443153218420848
TDS/MTC/027/24,,03-91592/02014ET,September_2024,Commercial,Truck,Truck/Trailer,Collision,Dessie,5857597.0,2.0,365.0,1,COMPREHENSIVE,2024-07-11 00:00:00,2024-07-13,2023-12-20,2024-12-19,2685.0,0.0,0.0,2685.0,7.895436006942965
TDS/MTCL/0055/18,TDS/MTC/0948/0618,3-A60534 AA,October_2024,Commercial,Truck,Truckr,Collision,Dessie,1000000.0,1.0,364.0,1,COMPREHENSIVE,2018-08-23 00:00:00,2018-08-24,2018-06-26,2019-06-25,233750.0,0.0,0.0,233750.0,12.362007447150932
TDS/MTP/001/23,TDS/MTC/1466/0220,03-76059ET,June_2025,Public_Transport,Bus_Minibus,Bus,Collision,Dessie,1800000.0,6.0,183.0,1,COMPREHENSIVE,2023-01-05 00:00:00,2023-01-11,2022-08-24,2023-02-23,500.0,0.0,0.0,500.0,6.214608098422191
TDS/MTP/0017/22,TDS/MTC/2405/0422,03-27172AM,April_2025,Public_Transport,Bus_Minibus,Mini Bus,Overturning,Dessie,1250000.0,1.0,180.0,1,COMPREHENSIVE,2022-12-06 00:00:00,2022-12-07,2022-09-25,2023-03-24,27438.08,0.0,0.0,27438.08,10.219687108546267
TDS/MTP/003/25,TDS/MTP/1006/1018,03-B66566AA,June_2025,Private,Automobile,Automobile,Collision,Dessie,1400000.0,1.0,364.0,1,COMPREHENSIVE,2025-05-15 00:00:00,2025-05-16,2024-10-20,2025-10-19,25050.0,0.0,0.0,25050.0,10.12862910651301
TDS/MTP/004/24,TDS/MTC/2657/0922,03-B52289AA,August_2024,Commercial,Not_Specified,Not_Specified,Breaking_Glass,Dessie,3350000.0,1.0,365.0,1,COMPREHENSIVE,2024-03-14 00:00:00,2024-03-15,2023-04-02,2024-04-01,69190.0,0.0,0.0,69190.0,11.144611622492857
TDS/MTP/006/24,TDS/MTC/1006/1015,03-B66566AA,August_2024,Private,Automobile,Automobile,Collision,Dessie,1400000.0,2.0,365.0,1,COMPREHENSIVE,2024-06-08 00:00:00,2024-06-10,2023-10-20,2024-10-19,95455.81,0.0,0.0,95455.81,11.466418696866636
TDS/MTP/009/24,TDS/MTC/4701/0124,03-B72104AA,February_2025,Commercial,Bus_Minibus,Bus,Collision,Dessie,4000000.0,2.0,365.0,1,COMPREHENSIVE,2024-08-26 00:00:00,2024-08-28,2024-01-06,2025-01-05,900.0,0.0,0.0,900.0,6.802394763324311
TDS/MTP/010/24,TDS/MTC/0559/0916,03-A23385AA,February_2025,Private,Automobile,Automobile,Collision,Dessie,2800000.0,1.0,365.0,1,COMPREHENSIVE,2024-11-13 00:00:00,2024-11-14,2023-11-17,2024-11-16,221896.2,0.0,0.0,221896.2,12.309964983943049
TDS/MTP/012/24,TDS/MTC/4983/0824,03-34519AM,February_2025,Public_Transport,Bus_Minibus,Minibus,Collision,Dessie,4000000.0,2.0,183.0,1,COMPREHENSIVE,2024-12-02 00:00:00,2024-12-04,2024-08-22,2025-02-21,24550.0,0.0,0.0,24550.0,10.108467133222666
TDS/TPCL/004/23,TDS/MTC/1953/0121,03-91635/22097ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Dessie,0.0,2.0,364.0,0,TP_ONLY,2023-01-22 00:00:00,2023-01-24,2023-01-01,2023-12-31,0.0,0.0,8500.0,8500.0,9.047821442478408
TDS/TPCL/005/25,TDS/MTT/4701/0124,03-B72104AA,April_2025,Commercial,Not_Specified,Not_Specified,Collision,Dessie,0.0,2.0,364.0,0,TP_ONLY,2025-02-02 00:00:00,2025-02-04,2025-01-05,2026-01-04,0.0,0.0,45849.22,45849.22,10.733113465544267
TDS/TPCL/011/24,TDS/MTT/3069/0323,03-A15593/37249 ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Dessie,0.0,2.0,365.0,0,TP_ONLY,2024-02-10 00:00:00,2024-02-12,2023-03-08,2024-03-07,0.0,0.0,29153.0,29153.0,10.280313102435128
TDS/TPCL/012/25,TDS/MTT/4984/0824,03-A34283 AA,June_2025,Commercial,Truck,Truck,Collision,Dessie,0.0,2.0,364.0,0,TP_ONLY,2025-04-12 00:00:00,2025-04-14,2024-08-23,2025-08-22,0.0,0.0,19000.0,19000.0,9.852194258148575
TDS/TPCL/016/25,TDS/MTC/4409/0823,03-83998 ET,April_2025,Commercial,Truck,Tipper,Collision,Dessie,0.0,3.0,364.0,0,TP_ONLY,2025-04-13 00:00:00,2025-04-16,2024-08-12,2025-08-11,0.0,0.0,56400.0,56400.0,10.940224437486153
TDS/TPCL/017/24,TDS/MTT/4321/0723,03-27233 A.M,January_2025,Public_Transport,Bus_Minibus,M/Bus,Collision,Dessie,0.0,160.0,365.0,0,TP_ONLY,2023-10-03 00:00:00,2024-03-11,2023-07-08,2024-07-07,0.0,0.0,40000.0,40000.0,10.596634733096073
TDS/TPCL/019/24,,03-91635/22097 E.T,September_2024,Commercial,Truck,Tuck/Trailer,Collision,Dessie,0.0,4.0,365.0,0,TP_ONLY,2024-03-09 00:00:00,2024-03-13,2024-01-01,2024-12-31,0.0,0.0,7900.5,7900.5,8.974681327591554
TDS/TPCL/022/24,TDS/MTT/4612/1123,03-32940 AM,April_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Dessie,0.0,2.0,365.0,0,TP_ONLY,2024-03-31 00:00:00,2024-04-02,2023-11-07,2024-11-06,0.0,0.0,33000.0,33000.0,10.404262840448617
TDS/TPCL/023/24,TDS/MTT/1394/0120,03-22016 AM,January_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Dessie,0.0,2.0,365.0,0,TP_ONLY,2024-04-02 00:00:00,2024-04-04,2023-06-09,2024-06-08,0.0,50000.0,32000.0,82000.0,11.314474526246393
TDS/TPCL/029/23,TDS/MTC/2061/0421,03-91561/21853ET,July_2024,Commercial,Automobile,Automobile,Collision,Dessie,0.0,3.0,364.0,0,TP_ONLY,2023-08-19 00:00:00,2023-08-22,2023-01-01,2023-12-31,0.0,0.0,150000.0,150000.0,11.918390573078392
TDS/TPCL/031/24,TDS/MTT/0369/0323,03-A15592/37248 E.T,July_2024,Commercial,Automobile,Automobile,Collision,Dessie,0.0,2.0,364.0,0,TP_ONLY,2024-04-28 00:00:00,2024-04-30,2024-03-04,2025-03-03,0.0,0.0,24560.0,24560.0,10.108874382261078
TDS/TPCL/033/22,TDS/MTT/2540/0722,02-B10021AA,March_2025,Private,Bus_Minibus,Mini Bus,Collision,Dessie,0.0,4.0,364.0,0,TP_ONLY,2022-09-17 00:00:00,2022-09-21,2022-07-13,2023-07-12,0.0,0.0,40000.0,40000.0,10.596634733096073
TDS/TPCL/035/24,TDS/MTT/2809/1122,03-23056 AM,July_2024,Public_Transport,Automobile,Automobile,Collision,Dessie,0.0,7.0,365.0,0,TP_ONLY,2024-05-08 00:00:00,2024-05-15,2023-12-13,2024-12-12,0.0,0.0,72405.0,72405.0,11.190030636762703
TDS/TPCL/043/24,TDS/MTC/4765/0324,03-A27583 ET,October_2024,Commercial,Truck,Truck,Collision,Dessie,0.0,1.0,364.0,0,TP_ONLY,2024-07-12 00:00:00,2024-07-13,2024-03-06,2025-03-05,0.0,0.0,400000.59,400000.59,12.899221301089032
TDS/TPCL/044/24,TDS/MTC/3069/0323,03-A15595/37181 ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Dessie,0.0,9.0,364.0,0,TP_ONLY,2024-07-13 00:00:00,2024-07-22,2024-03-04,2025-03-03,0.0,0.0,200000.0,200000.0,12.206072645530174
TDS/TPCL/046/24,TDS/MTT/1460/0220,03-17385 AM,October_2024,Commercial,Bus_Minibus,Bus,Collision,Dessie,0.0,5.0,365.0,0,TP_ONLY,2024-07-17 00:00:00,2024-07-22,2024-02-15,2025-02-14,0.0,0.0,100000.0,100000.0,11.512925464970229
TDS/TPCL/047/24,,03-53496 ET,September_2024,Commercial,Truck,Truck,Collision,Dessie,0.0,4.0,365.0,0,TP_ONLY,2024-07-18 00:00:00,2024-07-22,2024-02-06,2025-02-05,0.0,0.0,76300.0,76300.0,11.242428217272549
TDS/TPCL/052/24,TDS/MTT/4503/0923,03-913303OR,October_2024,Commercial,Bus_Minibus,Minibus,Collision,Dessie,0.0,,209.0,0,TP_ONLY,2024-08-29 00:00:00,2024-08-02,2024-03-05,2024-09-30,0.0,0.0,34484.0,34484.0,10.448250727329816
TDS/TPCL/058/24,TDS/MTT/1343/1119,03-67895AA,January_2025,Commercial,Automobile,Land Crusier,Overturning,Dessie,0.0,2.0,364.0,0,TP_ONLY,2024-10-01 00:00:00,2024-10-03,2024-09-20,2025-09-19,0.0,0.0,80000.0,80000.0,11.289781913656018
TDS/TPCL/064/24,TDS/MTP/4840/0424,03-18959AM,January_2025,Public_Transport,Bus_Minibus,M/Bus,Collision,Dessie,0.0,4.0,364.0,0,TP_ONLY,2024-10-26 00:00:00,2024-10-30,2024-04-27,2025-04-26,0.0,0.0,38650.0,38650.0,10.562302054015568
TDS/TPCL/066/24,TDS/MTC/4727/0224,03-53496ET,March_2025,Commercial,Truck,Truck,Collision,Dessie,0.0,4.0,365.0,0,TP_ONLY,2024-10-31 00:00:00,2024-11-04,2024-02-06,2025-02-05,0.0,0.0,100000.0,100000.0,11.512925464970229
TDS/TPCL/068/24,TDS/MTT/2657/0922,03-B52289AA,April_2025,Commercial,Not_Specified,Not_Specified,Collision,Dessie,0.0,4.0,364.0,0,TP_ONLY,2024-11-02 00:00:00,2024-11-06,2024-09-17,2025-09-16,0.0,0.0,100000.0,100000.0,11.512925464970229
TDS/TPCL/071/24,TDS/MTT/4936/0724,03-89170 OR,January_2025,Public_Transport,Bus_Minibus,M/Bus,Collision,Dessie,0.0,0.0,364.0,0,TP_ONLY,2024-11-28 00:00:00,2024-11-28,2024-07-19,2025-07-18,0.0,40000.0,100000.0,140000.0,11.84939770159144
TDS/TPCL/074/24, TDS/MTT/3052/0223 ,03-A40385AA,February_2025,Public_Transport,Pick_Up,Pickup,Collision,Dessie,0.0,1.0,365.0,0,TP_ONLY,2024-12-09 00:00:00,2024-12-10,2024-02-28,2025-02-27,0.0,0.0,134530.0,134530.0,11.809542501479587
TFG/MTC/001/25,TFG/MTC/0648/0125,03-B72516AA,June_2025,Public_Transport,Bus_Minibus,Bus,Collision,Figa,6500000.0,0.0,364.0,1,COMPREHENSIVE,2025-01-20 00:00:00,2025-01-20,2025-01-16,2026-01-15,15000.0,0.0,0.0,15000.0,9.615805480084347
TFG/MTC/003/24,,03-63602/19050 ET,September_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,8300000.0,1.0,335.0,1,COMPREHENSIVE,2024-07-07 00:00:00,2024-07-08,2024-05-01,2025-04-01,4808.28,0.0,0.0,4808.28,8.478094710792256
TFG/MTC/004//25,TFG/MTC/0648/0125,03-B72507AA,February_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Figa,6500000.0,1.0,364.0,1,COMPREHENSIVE,2025-01-24 00:00:00,2025-01-25,2025-01-16,2026-01-15,319338.31,0.0,0.0,319338.31,12.674006352714596
TFG/MTC/004/23,TFG/MTC/0118/0222,03-A12564/4314 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,8600000.0,3.0,364.0,1,COMPREHENSIVE,2023-07-21 00:00:00,2023-07-24,2023-02-19,2024-02-18,152698.28,0.0,0.0,152698.28,11.93621922722711
TFG/MTC/004/24,TFG/MTC/0118/0222,03-A12564/04314ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Figa,9400000.0,0.0,459.0,1,COMPREHENSIVE,2024-07-26 00:00:00,2024-07-26,2024-02-19,2025-05-23,97368.7,0.0,0.0,97368.7,11.486260082748828
TFG/MTC/005/24,TFG/MTC/0511/0524,03-A30021/38321ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,13500000.0,1.0,364.0,1,COMPREHENSIVE,2024-07-28 00:00:00,2024-07-29,2024-05-24,2025-05-23,405410.79,0.0,0.0,405410.79,12.912656128334056
TFG/MTC/006/24,TFG/MTC/0268/0922,03-45619/15253 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,4500000.0,,365.0,1,COMPREHENSIVE,2024-07-31 00:00:00,,2024-01-21,2025-01-20,62050.0,0.0,0.0,62050.0,11.035695790632753
TFG/MTC/006/25,TFG/MTC/0386/0623,03-A22417/36047ET,March_2025,Commercial,Truck,Truck/Trailer,Other,Figa,16000000.0,0.0,335.0,1,COMPREHENSIVE,2025-02-04 00:00:00,2025-02-04,2024-02-07,2025-01-07,183491.45,0.0,0.0,183491.45,12.119923351385776
TFG/MTC/007/25,TFG/MTC/0648/0125,03-B72524AA,June_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Figa,6500000.0,1.0,364.0,1,COMPREHENSIVE,2025-02-13 00:00:00,2025-02-14,2025-01-16,2026-01-15,25000.0,0.0,0.0,25000.0,10.126631103850338
TFG/MTC/008/23,TFG/MTC/0286/1122,03-60177/17115 ET,August_2024,Commercial,Truck,Truck/Trailer,Overturning,Figa,7500000.0,0.0,364.0,1,COMPREHENSIVE,2023-11-16 00:00:00,2023-11-16,2022-11-25,2023-11-24,1116266.41,0.0,0.0,1116266.41,13.925500112072626
TFG/MTC/008/25,TFG/MTC/0648/0125,03-B72517AA,June_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Figa,6500000.0,1.0,364.0,1,COMPREHENSIVE,2025-02-17 00:00:00,2025-02-18,2025-01-16,2026-01-15,22000.0,0.0,0.0,22000.0,9.998797732340453
TFG/MTC/009/23,TFG/MTC/0269/0922,03-45619/15254ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,6500000.0,1.0,365.0,1,COMPREHENSIVE,2023-11-20 00:00:00,2023-11-21,2023-09-29,2024-09-28,487560.75,0.0,0.0,487560.75,13.097170177040802
TFG/MTC/009/24,TFG/MTC/04889/0324,03-B74139AA,March_2025,Public_Transport,Automobile,Electric Bus,Collision,Figa,20000000.0,0.0,335.0,1,COMPREHENSIVE,2024-07-23 00:00:00,2024-07-23,2024-10-03,2025-09-03,155900.0,0.0,0.0,155900.0,11.956970055045868
TFG/MTC/010/23,TFG/MTC/0423/1023,03-A25005/36298 ET,July_2024,Commercial,Automobile,Automobile,Collision,Figa,1400000.0,31.0,365.0,1,COMPREHENSIVE,2023-05-12 00:00:00,2023-06-12,2023-10-14,2024-10-13,66132.5,0.0,0.0,66132.5,11.099415584278958
TFG/MTC/011/23,TFG/MTC/0183/0522,03-A09463/32878 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Figa,9600000.0,1.0,336.0,1,COMPREHENSIVE,2023-12-13 00:00:00,2023-12-14,2023-12-05,2024-11-05,147527.42,0.0,0.0,147527.42,11.901769335790148
TFG/MTC/011/24,TFG/MTC0356/0423,03-47343/15837ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Figa,8000000.0,0.0,335.0,1,COMPREHENSIVE,2024-08-28 00:00:00,2024-08-28,2024-12-04,2025-11-04,1115375.1,0.0,0.0,1115375.1,13.924701318858396
TFG/MTC/011/25,TFG/MTC/0648/0125,03-B72521AA,June_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Figa,6500000.0,149.0,364.0,1,COMPREHENSIVE,2025-03-07 00:00:00,2025-08-03,2025-01-16,2026-01-15,22000.0,0.0,0.0,22000.0,9.998797732340453
TFG/MTC/012/24,TFG/MTC/4889/0324,03-B74139 AA,March_2025,Public_Transport,Automobile,Electric Bus,Collision,Figa,20000000.0,2.0,335.0,1,COMPREHENSIVE,2024-09-19 00:00:00,2024-09-21,2024-10-03,2025-09-03,20000.0,0.0,0.0,20000.0,9.903487552536127
TFG/MTC/012/25,TFG/MTP/0189/0522,03-B43351AA,March_2025,Commercial,Automobile,Automobile,Other,Figa,1600000.0,0.0,364.0,1,COMPREHENSIVE,2025-12-03 00:00:00,2025-12-03,2024-05-24,2025-05-23,3515.35,0.0,0.0,3515.35,8.164894372545145
TFG/MTC/013/25,TFG/MTC/0648/0125,03-B72512AA,June_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Figa,6500000.0,1.0,364.0,1,COMPREHENSIVE,2025-03-12 00:00:00,2025-03-13,2025-01-16,2026-01-15,50000.0,0.0,0.0,50000.0,10.819778284410283
TFG/MTC/014/24,TFG/MTC/0537/0724,03-A23413ET,January_2025,Public_Transport,Automobile,Station Wagon,Overturning,Figa,10000000.0,,364.0,1,COMPREHENSIVE,2024-10-07 00:00:00,2024-07-10,2024-07-29,2025-07-28,1330418.9,0.0,0.0,1330418.9,14.101004413013705
TFG/MTC/016/24,TFG/MTC/0068/1221,03-33307/31222ET,January_2025,Commercial,Truck,Truck/Trailer,Collision,Figa,14500000.0,0.0,334.0,1,COMPREHENSIVE,2024-10-26 00:00:00,2024-10-26,2024-09-09,2025-08-09,139741.99,0.0,0.0,139741.99,11.847553072737831
TFG/MTC/017/24,TFG/MTC/0489/0324,03-B74138AA,March_2025,Public_Transport,Bus_Minibus,Bus,Collision,Figa,20000000.0,1.0,335.0,1,COMPREHENSIVE,2024-12-08 00:00:00,2024-12-09,2024-10-03,2025-09-03,103000.0,0.0,0.0,103000.0,11.542484267211773
TFG/MTC/018/24,TFG/MTC/0489/0324,03-B74139AA,March_2025,Public_Transport,Bus_Minibus,Bus,Collision,Figa,20000000.0,2.0,335.0,1,COMPREHENSIVE,2024-12-22 00:00:00,2024-12-24,2024-10-03,2025-09-03,192700.0,0.0,0.0,192700.0,12.168889854402458
TFG/MTP/003/25,TFG/MTC/0657/0125,02-C63689AA,May_2025,Private,Automobile,Byd /Ev,Collision,Figa,2500000.0,2.0,364.0,1,COMPREHENSIVE,2025-02-08 00:00:00,2025-02-10,2025-01-28,2026-01-27,409797.03,0.0,0.0,409797.03,12.9234172673229
TFG/MTP/004/25,TFG/MTC/0688/0125,03-B88068AA,March_2025,Public_Transport,Automobile,Byd /Ev,Collision,Figa,2500000.0,0.0,364.0,1,COMPREHENSIVE,2025-02-10 00:00:00,2025-02-10,2025-01-31,2026-01-30,151560.0,0.0,0.0,151560.0,11.928736865132535
TFG/MTP/005/22,TFG/MTP/0129/0222,02-B94499 AA,March_2025,Private,Automobile,Automobile,Collision,Figa,1400000.0,0.0,364.0,1,COMPREHENSIVE,2022-04-14 00:00:00,2022-04-14,2022-02-24,2023-02-23,1183.13,0.0,0.0,1183.13,7.0759187480508015
